test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.031718019396066666,1.0,1.0,1.0,1.0,8.195608139038086,137.55787658691406,8.227326393127441,0.03530798479914665,0.03530798479914665,0.03530794382095337,0.6565464735031128,0.09519269317388535,0.02504274621605873,3513.690185546875,0.08730559051036835,36.17566680908203,0.06990746408700943,31.15999412536621,0,0
