lr-Adam/pg1,lr-Adam/pg2,step,train/batch_size,train/cls_loss,train/cls_acc,train/cls_precision,train/cls_recall,train/cls_f1,train/loss,epoch
,,399,3.0,0.40418460965156555,0.9646000266075134,0.5716015696525574,0.5164804458618164,0.5227255821228027,0.40418460965156555,0
,,409,3.0,0.3927224278450012,0.9675999879837036,0.5483319759368896,0.5082544088363647,0.5096187591552734,0.3927224278450012,0
,,419,3.0,0.3863014578819275,0.962933361530304,0.5220628976821899,0.5016536712646484,0.49589449167251587,0.3863014578819275,0
,,429,3.0,0.3859557509422302,0.9624000191688538,0.48190680146217346,0.4992391765117645,0.4904198944568634,0.3859557509422302,0
,,439,3.0,0.38402852416038513,0.9669333100318909,0.6375987529754639,0.5037631392478943,0.49952858686447144,0.38402852416038513,0
,,449,3.0,0.3589147925376892,0.9878000020980835,0.5705795288085938,0.5146815776824951,0.5228369832038879,0.3589147925376892,0
,,459,3.0,0.3597533404827118,0.9798666834831238,0.6895756125450134,0.5419610738754272,0.565929651260376,0.3597533404827118,0
,,469,3.0,0.3472899794578552,0.9897333383560181,0.57658851146698,0.603200376033783,0.5878427028656006,0.3472899794578552,0
,,479,3.0,0.3752228617668152,0.9547333121299744,0.5568193197250366,0.5016941428184509,0.49279847741127014,0.3752228617668152,0
,,489,3.0,0.38074374198913574,0.9520666599273682,0.5480291843414307,0.5015011429786682,0.4918578267097473,0.38074374198913574,0
,,499,3.0,0.3387254476547241,0.9815333485603333,0.9251208305358887,0.5539282560348511,0.5915398597717285,0.3387254476547241,0
,,509,3.0,0.3488263487815857,0.9697999954223633,0.5543437004089355,0.5080083012580872,0.5093876719474792,0.3488263487815857,0
,,519,3.0,0.3347749710083008,0.9903333187103271,0.6870337724685669,0.5467388033866882,0.5735928416252136,0.3347749710083008,0
,,529,3.0,0.3287564516067505,0.9858666658401489,0.624041736125946,0.5853213667869568,0.6009124517440796,0.3287564516067505,0
,,539,3.0,0.32539188861846924,0.9801333546638489,0.5622577667236328,0.522917628288269,0.5322465300559998,0.32539188861846924,0
,,549,3.0,0.3137427270412445,0.9891999959945679,0.514535129070282,0.507229208946228,0.5093331933021545,0.3137427270412445,0
,,559,3.0,0.31236907839775085,0.9923333525657654,0.5588980913162231,0.5043520927429199,0.506622850894928,0.31236907839775085,0
,,569,3.0,0.3143613040447235,0.9782000184059143,0.48910000920295715,0.5,0.4944899380207062,0.3143613040447235,0
,,579,3.0,0.3162403702735901,0.984666645526886,0.49236616492271423,0.4999661445617676,0.4961370527744293,0.3162403702735901,0
,,589,3.0,0.2964228093624115,0.9869999885559082,0.49356579780578613,0.4999324679374695,0.4967287480831146,0.2964228093624115,0
,,599,3.0,0.32250750064849854,0.9699333310127258,0.5814966559410095,0.5152284502983093,0.521588921546936,0.32250750064849854,0
,,609,3.0,0.28989994525909424,0.9962666630744934,0.5985319018363953,0.5315136313438416,0.5474518537521362,0.28989994525909424,0
,,619,3.0,0.29318687319755554,0.9853333234786987,0.5346944332122803,0.5020090937614441,0.5008105039596558,0.29318687319755554,0
,,629,3.0,0.30911752581596375,0.965666651725769,0.48299431800842285,0.49982747435569763,0.49126675724983215,0.30911752581596375,0
,,639,3.0,0.28450360894203186,0.9868000149726868,0.49445483088493347,0.49892139434814453,0.49667808413505554,0.28450360894203186,0
,,649,3.0,0.285001277923584,0.9841333627700806,0.5547958612442017,0.5019181966781616,0.5001680254936218,0.285001277923584,0
,,659,3.0,0.28293469548225403,0.9902666807174683,0.6618657112121582,0.5033809542655945,0.5043113827705383,0.28293469548225403,0
,,669,3.0,0.2834618091583252,0.9800666570663452,0.4900333285331726,0.5,0.4949665069580078,0.2834618091583252,0
,,679,3.0,0.27999410033226013,0.9798666834831238,0.4899333417415619,0.5,0.4949154853820801,0.27999410033226013,0
,,689,3.0,0.27576544880867004,0.9797999858856201,0.48989999294281006,0.5,0.4948984682559967,0.27576544880867004,0
,,699,3.0,0.26718011498451233,0.9915333390235901,0.49576666951179504,0.5,0.49787434935569763,0.26718011498451233,0
,,709,3.0,0.29151037335395813,0.9711333513259888,0.4855666756629944,0.5,0.4926776587963104,0.29151037335395813,0
,,719,3.0,0.28493666648864746,0.9688666462898254,0.8177969455718994,0.5021023154258728,0.496338814496994,0.28493666648864746,0
,,729,3.0,0.280322402715683,0.9642666578292847,0.48213332891464233,0.5,0.49090415239334106,0.280322402715683,0
,,739,3.0,0.24594657123088837,0.9914000034332275,0.49570000171661377,0.5,0.4978407025337219,0.24594657123088837,0
,,749,3.0,0.24972927570343018,0.9847999811172485,0.49239999055862427,0.5,0.49617090821266174,0.24972927570343018,0
,,759,3.0,0.2435481995344162,0.9872666597366333,0.49363332986831665,0.5,0.49679628014564514,0.2435481995344162,0
,,769,3.0,0.2523253560066223,0.990066647529602,0.495033323764801,0.5,0.49750426411628723,0.2523253560066223,0
,,779,3.0,0.2671380043029785,0.9684000015258789,0.48420000076293945,0.5,0.4919731616973877,0.2671380043029785,0
,,789,3.0,0.3035423755645752,0.9378666877746582,0.4689333438873291,0.5,0.4839686155319214,0.3035423755645752,0
,,799,3.0,0.24722149968147278,0.9818666577339172,0.4909333288669586,0.5,0.49542519450187683,0.24722149968147278,0
,,809,3.0,0.23824699223041534,0.9886000156402588,0.4943000078201294,0.5,0.49713367223739624,0.23824699223041534,0
,,819,3.0,0.2508145868778229,0.9746000170707703,0.48730000853538513,0.5,0.4935683310031891,0.2508145868778229,0
,,829,3.0,0.21847370266914368,0.9937999844551086,0.4968999922275543,0.5,0.49844518303871155,0.21847370266914368,0
,,839,3.0,0.22891125082969666,0.9910666942596436,0.49556636810302734,0.4999663829803467,0.4977566599845886,0.22891125082969666,0
,,849,3.0,0.2600904703140259,0.9574000239372253,0.47870001196861267,0.5,0.48911821842193604,0.2600904703140259,0
,,859,3.0,0.22722193598747253,0.9837999939918518,0.4918999969959259,0.5,0.4959169328212738,0.22722193598747253,0
,,869,3.0,0.2420990765094757,0.9720666408538818,0.4860333204269409,0.5,0.4929177463054657,0.2420990765094757,0
,,879,3.0,0.2221863716840744,0.9850666522979736,0.4925333261489868,0.5,0.4962385892868042,0.2221863716840744,0
,,889,3.0,0.2370811551809311,0.9727333188056946,0.4863666594028473,0.5,0.49308910965919495,0.2370811551809311,0
,,899,3.0,0.24174585938453674,0.9700666666030884,0.4850333333015442,0.5,0.49240297079086304,0.24174585938453674,0
,,909,3.0,0.21353161334991455,0.9886000156402588,0.4961523115634918,0.49811890721321106,0.49713367223739624,0.21353161334991455,0
,,919,3.0,0.21912208199501038,0.9804666638374329,0.49023333191871643,0.5,0.4950684905052185,0.21912208199501038,0
,,929,3.0,0.22071290016174316,0.9780666828155518,0.4890333414077759,0.5,0.49445587396621704,0.22071290016174316,0
,,939,3.0,0.2134345918893814,0.9847999811172485,0.9923985004425049,0.5064935088157654,0.5089906454086304,0.2134345918893814,0
,,949,3.0,0.27771201729774475,0.9441999793052673,0.47209998965263367,0.5,0.48564961552619934,0.27771201729774475,0
,,959,3.0,0.2340397834777832,0.9736666679382324,0.4894765019416809,0.497242271900177,0.49332883954048157,0.2340397834777832,0
,,969,3.0,0.18523791432380676,0.9962000250816345,0.49810001254081726,0.5,0.4990482032299042,0.18523791432380676,0
,,979,3.0,0.21064256131649017,0.9790666699409485,0.48953333497047424,0.5,0.494711309671402,0.21064256131649017,0
,,989,3.0,0.20456339418888092,0.9820666909217834,0.4910333454608917,0.5,0.495476096868515,0.20456339418888092,0
,,999,3.0,0.22773055732250214,0.968666672706604,0.484333336353302,0.5,0.49204200506210327,0.22773055732250214,0
,,1009,3.0,0.20098038017749786,0.9826666712760925,0.49133333563804626,0.5,0.4956287741661072,0.20098038017749786,0
,,1019,3.0,0.24577023088932037,0.9553333520889282,0.4776666760444641,0.5,0.48857825994491577,0.24577023088932037,0
,,1029,3.0,0.20020811259746552,0.9776666760444641,0.48883333802223206,0.5,0.49435362219810486,0.20020811259746552,0
,,1039,3.0,0.22302556037902832,0.9667333364486694,0.4833666682243347,0.5,0.49154266715049744,0.22302556037902832,0
,,1049,3.0,0.19458229839801788,0.9815999865531921,0.49079999327659607,0.5,0.4953572750091553,0.19458229839801788,0
,,1059,3.0,0.2069377452135086,0.9742000102996826,0.4871000051498413,0.5,0.49346572160720825,0.2069377452135086,0
,,1069,3.0,0.22034858167171478,0.9611333608627319,0.48056668043136597,0.5,0.4900907576084137,0.22034858167171478,0
,,1079,3.0,0.17089025676250458,0.9924666881561279,0.49623334407806396,0.5,0.4981095492839813,0.17089025676250458,0
,,1089,3.0,0.19600749015808105,0.9778000116348267,0.48890000581741333,0.5,0.4943877160549164,0.19600749015808105,0
,,1099,3.0,0.20332485437393188,0.9706666469573975,0.48533332347869873,0.5,0.49255749583244324,0.20332485437393188,0
,,1109,3.0,0.1992994248867035,0.9732000231742859,0.48660001158714294,0.5,0.49320900440216064,0.1992994248867035,0
,,1119,3.0,0.20389075577259064,0.9690666794776917,0.4845333397388458,0.5,0.4921451807022095,0.20389075577259064,0
,,1129,3.0,0.17981314659118652,0.9840666651725769,0.49203333258628845,0.5,0.49598467350006104,0.17981314659118652,0
,,1139,3.0,0.20238345861434937,0.9733999967575073,0.48669999837875366,0.5,0.49326035380363464,0.20238345861434937,0
,,1149,3.0,0.24949127435684204,0.9399333596229553,0.46996667981147766,0.5,0.4845183789730072,0.24949127435684204,0
,,1159,3.0,0.1900675743818283,0.9742000102996826,0.4871000051498413,0.5,0.49346572160720825,0.1900675743818283,0
,,1169,3.0,0.20326389372348785,0.9661999940872192,0.4831322133541107,0.49996548891067505,0.4914047420024872,0.20326389372348785,0
,,1179,3.0,0.18792453408241272,0.9760000109672546,0.4880000054836273,0.5,0.49392712116241455,0.18792453408241272,0
,,1189,3.0,0.1661655455827713,0.986133337020874,0.493066668510437,0.5,0.4965091347694397,0.1661655455827713,0
,,1199,3.0,0.19523192942142487,0.9706666469573975,0.48533332347869873,0.5,0.49255749583244324,0.19523192942142487,0
,,1209,3.0,0.17395813763141632,0.9819333553314209,0.49096667766571045,0.5,0.49544215202331543,0.17395813763141632,0
,,1219,3.0,0.1497563123703003,0.9946666955947876,0.4973333477973938,0.5,0.4986630976200104,0.1497563123703003,0
,,1229,3.0,0.16961990296840668,0.9837999939918518,0.4918999969959259,0.5,0.4959169328212738,0.16961990296840668,0
,,1239,3.0,0.14436651766300201,0.9962666630744934,0.4981333315372467,0.5,0.49906492233276367,0.14436651766300201,0
,,1249,3.0,0.2140018343925476,0.9549333453178406,0.4774666726589203,0.5,0.4884735941886902,0.2140018343925476,0
,,1259,3.0,0.21559393405914307,0.956333339214325,0.4781666696071625,0.5,0.48883965611457825,0.21559393405914307,0
,,1269,3.0,0.1722743958234787,0.9824000000953674,0.4912000000476837,0.5,0.4955609440803528,0.1722743958234787,0
,,1279,3.0,0.15891870856285095,0.9837999939918518,0.4918999969959259,0.5,0.4959169328212738,0.15891870856285095,0
,,1289,3.0,0.1403154730796814,0.9941333532333374,0.4970666766166687,0.5,0.49852901697158813,0.1403154730796814,0
,,1299,3.0,0.1581319123506546,0.9834666848182678,0.4917333424091339,0.5,0.4958322048187256,0.1581319123506546,0
,,1309,3.0,0.17288845777511597,0.9762666821479797,0.4882960915565491,0.49982935190200806,0.49399539828300476,0.17288845777511597,0
,,1319,3.0,0.14974626898765564,0.9876000285148621,0.49380001425743103,0.5,0.4968806505203247,0.14974626898765564,0
,,1329,3.0,0.1664493829011917,0.9789999723434448,0.4894999861717224,0.5,0.4946942925453186,0.1664493829011917,0
,,1339,3.0,0.18660858273506165,0.9657999873161316,0.4828999936580658,0.5,0.4913012385368347,0.18660858273506165,0
,,1349,3.0,0.15752889215946198,0.9847333431243896,0.4923666715621948,0.5,0.49615398049354553,0.15752889215946198,0
,,1359,3.0,0.18138207495212555,0.9690666794776917,0.4845333397388458,0.5,0.4921451807022095,0.18138207495212555,0
,,1369,3.0,0.16022492945194244,0.9771333336830139,0.48856666684150696,0.5,0.4942172169685364,0.16022492945194244,0
,,1379,3.0,0.15678563714027405,0.9814666509628296,0.4907333254814148,0.5,0.4953233301639557,0.15678563714027405,0
,,1389,3.0,0.12788158655166626,0.9968666434288025,0.49843332171440125,0.5,0.49921542406082153,0.12788158655166626,0
,,1399,3.0,0.19079533219337463,0.9628666639328003,0.48143333196640015,0.5,0.4905410408973694,0.19079533219337463,0
,,1409,3.0,0.14189878106117249,0.9866666793823242,0.6772879362106323,0.5280042886734009,0.5461913347244263,0.14189878106117249,0
,,1419,3.0,0.2205468863248825,0.9470666646957397,0.4735333323478699,0.5,0.4864068925380707,0.2205468863248825,0
,,1429,3.0,0.1347217708826065,0.9874666929244995,0.49373334646224976,0.5,0.49684691429138184,0.1347217708826065,0
,,1439,3.0,0.14962400496006012,0.9836666584014893,0.49183332920074463,0.5,0.495883047580719,0.14962400496006012,0
,,1449,3.0,0.20508842170238495,0.9534666538238525,0.47673332691192627,0.5,0.48808956146240234,0.20508842170238495,0
,,1459,3.0,0.17342022061347961,0.9657999873161316,0.4828999936580658,0.5,0.4913012385368347,0.17342022061347961,0
,,1469,3.0,0.1765901893377304,0.9662666916847229,0.48313334584236145,0.5,0.49142199754714966,0.1765901893377304,0
,,1479,3.0,0.13313627243041992,0.9878666400909424,0.4939333200454712,0.5,0.49694815278053284,0.13313627243041992,0
,,1489,3.0,0.1503583788871765,0.9794666767120361,0.48973333835601807,0.5,0.4948134124279022,0.1503583788871765,0
,,1499,3.0,0.14392630755901337,0.9816666841506958,0.4908333420753479,0.5,0.49537426233291626,0.14392630755901337,0
,,1509,3.0,0.14189566671848297,0.9804666638374329,0.49023333191871643,0.5,0.4950684905052185,0.14189566671848297,0
,,1519,3.0,0.13585442304611206,0.9842666387557983,0.49213331937789917,0.5,0.49603548645973206,0.13585442304611206,0
,,1529,3.0,0.14411821961402893,0.9800666570663452,0.4900333285331726,0.5,0.4949665069580078,0.14411821961402893,0
,,1539,3.0,0.16201093792915344,0.974399983882904,0.487199991941452,0.5,0.4935170114040375,0.16201093792915344,0
,,1549,3.0,0.14353536069393158,0.982866644859314,0.491433322429657,0.5,0.495679646730423,0.14353536069393158,0
,,1559,3.0,0.18978069722652435,0.9613333344459534,0.4806666672229767,0.5,0.4901427626609802,0.18978069722652435,0
,,1569,3.0,0.12540343403816223,0.9886000156402588,0.4943000078201294,0.5,0.49713367223739624,0.12540343403816223,0
,,1579,3.0,0.12708573043346405,0.9878000020980835,0.49390000104904175,0.5,0.4969312846660614,0.12708573043346405,0
,,1589,3.0,0.1265316903591156,0.9886000156402588,0.4943000078201294,0.5,0.49713367223739624,0.1265316903591156,0
,,1599,3.0,0.14950889348983765,0.9769333600997925,0.48846668004989624,0.5,0.4941660463809967,0.14950889348983765,0
,,1609,3.0,0.2053389996290207,0.951533317565918,0.475766658782959,0.5,0.48758241534233093,0.2053389996290207,0
,,1619,3.0,0.14403192698955536,0.9786666631698608,0.4893333315849304,0.5,0.49460917711257935,0.14403192698955536,0
,,1629,3.0,0.14960511028766632,0.9807999730110168,0.5292535424232483,0.5013975501060486,0.49860143661499023,0.14960511028766632,0
,,1639,3.0,0.1673528552055359,0.9675333499908447,0.48376667499542236,0.5,0.4917494058609009,0.1673528552055359,0
,,1649,3.0,0.14456528425216675,0.9786666631698608,0.4893333315849304,0.5,0.49460917711257935,0.14456528425216675,0
0.000999960916880889,0.000999960916880889,1651,,,,,,,,
,,1659,3.0,0.2150174379348755,0.9479333162307739,0.5077410936355591,0.5001592040061951,0.4879116415977478,0.2150174379348755,1
,,1669,3.0,0.11634908616542816,0.9764000177383423,0.48820000886917114,0.5,0.49402955174446106,0.11634908616542816,1
,,1679,3.0,0.09240256994962692,0.9814000129699707,0.49070000648498535,0.5,0.4953063428401947,0.09240256994962692,1
,,1689,3.0,0.07168082147836685,0.987666666507721,0.4938333332538605,0.5,0.49689754843711853,0.07168082147836685,1
,,1699,3.0,0.07063237577676773,0.9858666658401489,0.49293333292007446,0.5,0.496441513299942,0.07063237577676773,1
,,1709,3.0,0.11294812709093094,0.9746666550636292,0.4873333275318146,0.5,0.49358540773391724,0.11294812709093094,1
,,1719,3.0,0.07486341148614883,0.9850000143051147,0.4925000071525574,0.5,0.496221661567688,0.07486341148614883,1
,,1729,3.0,0.12624047696590424,0.972599983215332,0.486299991607666,0.5,0.4930548369884491,0.12624047696590424,1
,,1739,3.0,0.094847671687603,0.9807999730110168,0.4903999865055084,0.5,0.4951534867286682,0.094847671687603,1
,,1749,3.0,0.09244676679372787,0.975933313369751,0.4879666566848755,0.5,0.4939100444316864,0.09244676679372787,1
,,1759,3.0,0.1926838606595993,0.9570666551589966,0.4785333275794983,0.5,0.48903119564056396,0.1926838606595993,1
,,1769,3.0,0.03510836139321327,0.9944666624069214,0.5778775215148926,0.7476626038551331,0.6178776621818542,0.03510836139321327,1
,,1779,3.0,0.05918581783771515,0.9869999885559082,0.4934999942779541,0.5,0.4967287480831146,0.05918581783771515,1
,,1789,3.0,0.054864443838596344,0.9920666813850403,0.49603334069252014,0.5,0.49800875782966614,0.054864443838596344,1
,,1799,3.0,0.0691630095243454,0.9839333295822144,0.4919666647911072,0.5,0.4959508180618286,0.0691630095243454,1
,,1809,3.0,0.07051713019609451,0.9865999817848206,0.4932999908924103,0.5,0.4966273903846741,0.07051713019609451,1
,,1819,3.0,0.1527351588010788,0.9585333466529846,0.4792666733264923,0.5,0.489413857460022,0.1527351588010788,1
,,1829,3.0,0.0851423442363739,0.9807999730110168,0.4903999865055084,0.5,0.4951534867286682,0.0851423442363739,1
,,1839,3.0,0.054426804184913635,0.9890666604042053,0.49453333020210266,0.5,0.49725162982940674,0.054426804184913635,1
,,1849,3.0,0.0884016752243042,0.9814666509628296,0.4907333254814148,0.5,0.4953233301639557,0.0884016752243042,1
,,1859,3.0,0.10931941866874695,0.973800003528595,0.4869000017642975,0.5,0.49336305260658264,0.10931941866874695,1
,,1869,3.0,0.0539805106818676,0.9887999892234802,0.4943999946117401,0.5,0.49718421697616577,0.0539805106818676,1
,,1879,3.0,0.0772266834974289,0.9809333086013794,0.4904666543006897,0.5,0.4951874613761902,0.0772266834974289,1
,,1889,3.0,0.10392970591783524,0.9782000184059143,0.48910000920295715,0.5,0.4944899380207062,0.10392970591783524,1
,,1899,3.0,0.05803615599870682,0.9886666536331177,0.49433332681655884,0.5,0.4971505105495453,0.05803615599870682,1
,,1909,3.0,0.030237890779972076,0.9954666495323181,0.49773332476615906,0.5,0.498864084482193,0.030237890779972076,1
,,1919,3.0,0.06406986713409424,0.9837333559989929,0.49186667799949646,0.5,0.4958999752998352,0.06406986713409424,1
,,1929,3.0,0.05147530138492584,0.9880666732788086,0.4940333366394043,0.5,0.49699875712394714,0.05147530138492584,1
,,1939,3.0,0.10884348303079605,0.9739333391189575,0.48696666955947876,0.5,0.4933972656726837,0.10884348303079605,1
,,1949,3.0,0.11780932545661926,0.9677333235740662,0.4838666617870331,0.5,0.49180105328559875,0.11780932545661926,1
,,1959,3.0,0.07440804690122604,0.9824000000953674,0.4912000000476837,0.5,0.4955609440803528,0.07440804690122604,1
,,1969,3.0,0.06341294199228287,0.9844666719436646,0.4922333359718323,0.5,0.4960862696170807,0.06341294199228287,1
,,1979,3.0,0.06229477375745773,0.9886000156402588,0.4943000078201294,0.5,0.49713367223739624,0.06229477375745773,1
,,1989,3.0,0.050257544964551926,0.9923999905586243,0.49619999527931213,0.5,0.49809274077415466,0.050257544964551926,1
,,1999,3.0,0.12687340378761292,0.9679333567619324,0.4839666783809662,0.5,0.49185270071029663,0.12687340378761292,1
,,2009,3.0,0.08074809610843658,0.9827333092689514,0.4913666546344757,0.5,0.4956457316875458,0.08074809610843658,1
,,2019,3.0,0.08135252445936203,0.9823333621025085,0.4911666810512543,0.5,0.4955439865589142,0.08135252445936203,1
,,2029,3.0,0.17106620967388153,0.9588000178337097,0.47940000891685486,0.5,0.4894833564758301,0.17106620967388153,1
,,2039,3.0,0.09501410275697708,0.9785333275794983,0.48926666378974915,0.5,0.4945751130580902,0.09501410275697708,1
,,2049,3.0,0.10168339312076569,0.9751333594322205,0.48756667971611023,0.5,0.49370506405830383,0.10168339312076569,1
,,2059,3.0,0.1035178080201149,0.9719333052635193,0.48596665263175964,0.5,0.49288347363471985,0.1035178080201149,1
,,2069,3.0,0.10588075965642929,0.9763333201408386,0.4881666600704193,0.5,0.4940124750137329,0.10588075965642929,1
,,2079,3.0,0.11969155818223953,0.9681333303451538,0.4840666651725769,0.5,0.4919043481349945,0.11969155818223953,1
,,2089,3.0,0.1415019929409027,0.9664000272750854,0.4832000136375427,0.5,0.4914564788341522,0.1415019929409027,1
,,2099,3.0,0.09468108415603638,0.9762666821479797,0.48813334107398987,0.5,0.49399539828300476,0.09468108415603638,1
,,2109,3.0,0.14719226956367493,0.9664666652679443,0.48323333263397217,0.5,0.4914737045764923,0.14719226956367493,1
,,2119,3.0,0.04624180123209953,0.9904666543006897,0.49523332715034485,0.5,0.49760526418685913,0.04624180123209953,1
,,2129,3.0,0.0715516060590744,0.9850666522979736,0.4925333261489868,0.5,0.4962385892868042,0.0715516060590744,1
,,2139,3.0,0.06024882569909096,0.9866666793823242,0.4933333396911621,0.5,0.4966442883014679,0.06024882569909096,1
,,2149,3.0,0.12864316999912262,0.9703333377838135,0.48516666889190674,0.5,0.4924716651439667,0.12864316999912262,1
,,2159,3.0,0.1114404946565628,0.9684000015258789,0.48420000076293945,0.5,0.4919731616973877,0.1114404946565628,1
,,2169,3.0,0.10329976677894592,0.9728000164031982,0.4864000082015991,0.5,0.49310624599456787,0.10329976677894592,1
,,2179,3.0,0.07661467045545578,0.9810666441917419,0.49053332209587097,0.5,0.49522143602371216,0.07661467045545578,1
,,2189,3.0,0.14201633632183075,0.965399980545044,0.482699990272522,0.5,0.49119773507118225,0.14201633632183075,1
,,2199,3.0,0.1392015963792801,0.9626666903495789,0.48133334517478943,0.5,0.49048912525177,0.1392015963792801,1
,,2209,3.0,0.09830976277589798,0.9771999716758728,0.4885999858379364,0.5,0.49423426389694214,0.09830976277589798,1
,,2219,3.0,0.04610233008861542,0.9911333322525024,0.4955666661262512,0.5,0.4977734684944153,0.04610233008861542,1
,,2229,3.0,0.0586852952837944,0.9878666400909424,0.4939333200454712,0.5,0.49694815278053284,0.0586852952837944,1
,,2239,3.0,0.06369074434041977,0.9853333234786987,0.49266666173934937,0.5,0.49630624055862427,0.06369074434041977,1
,,2249,3.0,0.05586708337068558,0.9875333309173584,0.4937666654586792,0.5,0.49686378240585327,0.05586708337068558,1
,,2259,3.0,0.05462147668004036,0.9876000285148621,0.49380001425743103,0.5,0.4968806505203247,0.05462147668004036,1
