test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.03099551983177662,1.0,1.0,1.0,1.0,8.445125579833984,132.01136779785156,8.476120948791504,0.03438621759414673,0.03438621759414673,0.034386180341243744,0.6515151262283325,0.08541204035282135,0.02269573137164116,3618.919677734375,0.0833090990781784,36.712886810302734,0.06732822209596634,31.914514541625977,0,0
