epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.12304025888442993,1.0,1.0,0.029052406549453735,1.0,1.0,7.065040111541748,0.055118683725595474,7.035987854003906,0.055118728429079056,0.055118728429079056,291.7243957519531,0.7218984365463257,27.03908920288086,3167.00390625,31.548709869384766,0.06758730113506317,0.028468573465943336,0.0822124257683754
