test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.031211767345666885,1.0,1.0,1.0,1.0,6.97637414932251,137.6886749267578,7.0075860023498535,0.04075620323419571,0.04075620323419571,0.04075616970658302,0.6603773832321167,0.08567002415657043,0.022375812754034996,3479.0908203125,0.08064071089029312,35.89181900024414,0.06359685957431793,30.959945678710938,0,0
