epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.17137694358825684,1.0,1.0,0.04527625814080238,1.0,1.0,7.253518104553223,0.050687577575445175,7.208241939544678,0.05068762227892876,0.05068762227892876,423.3316650390625,0.6117234230041504,36.21894454956055,4179.7626953125,42.00398635864258,0.08369170874357224,0.03158778324723244,0.10221242159605026
