epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.07460112124681473,1.0,1.0,0.02977345697581768,1.0,1.0,0.02977345697581768,0.0,0.0,0.0,0.0,0.6922348737716675,28.77945899963379,3276.1279296875,33.39458084106445,0.058424580842256546,0.019719846546649933,0.07289320975542068
