epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,nan,1.0,1.0,0.025710614398121834,1.0,1.0,4.862748146057129,0.09643425047397614,4.837037563323975,0.09643428772687912,0.09643428772687912,410.9149169921875,0.7053720951080322,27.741443634033203,3203.010009765625,32.667301177978516,nan,nan,nan
