epoch,lr-Adam/pg1,lr-Adam/pg2,step,train/batch_size,train/cls_acc,train/cls_f1,train/cls_loss,train/cls_precision,train/cls_recall,train/loss,val/cls_acc,val/cls_f1,val/cls_loss,val/cls_precision,val/cls_recall,val/loss
,1e-05,1e-05,0,,,,,,,,,,,,,
0,,,9,4.0,0.6043000221252441,0.3900170922279358,0.6506964564323425,0.5011324882507324,0.5205274820327759,0.6506964564323425,,,,,,
0,,,19,4.0,0.6285499930381775,0.41714584827423096,0.6413741111755371,0.5055658221244812,0.5466544032096863,0.6413741111755371,,,,,,
0,,,29,4.0,0.6693999767303467,0.4199250638484955,0.6291130185127258,0.49789920449256897,0.4805603623390198,0.6291130185127258,,,,,,
0,,,39,4.0,0.7044000029563904,0.43989282846450806,0.6183909773826599,0.5048595666885376,0.545009970664978,0.6183909773826599,,,,,,
0,,,49,4.0,0.7297000288963318,0.4384099841117859,0.6093438267707825,0.5001288056373596,0.5014123320579529,0.6093438267707825,,,,,,
0,,,59,4.0,0.7336000204086304,0.45781558752059937,0.6041116118431091,0.5057328343391418,0.535845935344696,0.6041116118431091,,,,,,
0,,,69,4.0,0.7853999733924866,0.45887577533721924,0.5884856581687927,0.5038855075836182,0.54506516456604,0.5884856581687927,,,,,,
0,,,79,4.0,0.7925000190734863,0.47861596941947937,0.5819684267044067,0.5125682950019836,0.5999481678009033,0.5819684267044067,,,,,,
0,,,89,4.0,0.822950005531311,0.5000659227371216,0.5755786299705505,0.5151256322860718,0.5623165369033813,0.5755786299705505,,,,,,
0,,,99,4.0,0.8500999808311462,0.466028094291687,0.5661821365356445,0.5025779008865356,0.6429200172424316,0.5661821365356445,,,,,,
0,,,109,4.0,0.8498499989509583,0.5098917484283447,0.5590835213661194,0.5224084258079529,0.6491610407829285,0.5590835213661194,,,,,,
0,,,119,4.0,0.8744999766349792,0.49102914333343506,0.5502204298973083,0.5012297034263611,0.5039513111114502,0.5502204298973083,,,,,,
0,,,129,4.0,0.8934000134468079,0.48987317085266113,0.5399033427238464,0.5052672624588013,0.5456675887107849,0.5399033427238464,,,,,,
0,,,139,4.0,0.8910499811172485,0.4971998631954193,0.5357525944709778,0.5081427693367004,0.5477899312973022,0.5357525944709778,,,,,,
0,,,149,4.0,0.9173499941825867,0.493098646402359,0.5282903909683228,0.5043790936470032,0.5385009050369263,0.5282903909683228,,,,,,
0,,,159,4.0,0.9075000286102295,0.4954352080821991,0.5238221883773804,0.5025432705879211,0.5089803338050842,0.5238221883773804,,,,,,
0,,,169,4.0,0.9132000207901001,0.5085639953613281,0.5246300101280212,0.5106772780418396,0.5360095500946045,0.5246300101280212,,,,,,
0,,,179,4.0,0.9232500195503235,0.5122890472412109,0.5146363973617554,0.5111376047134399,0.5152158737182617,0.5146363973617554,,,,,,
0,,,189,4.0,0.944350004196167,0.5152493119239807,0.5024933815002441,0.5143876671791077,0.5163799524307251,0.5024933815002441,,,,,,
0,,,199,4.0,0.949999988079071,0.5063970685005188,0.4982292354106903,0.5059306621551514,0.5112985968589783,0.4982292354106903,,,,,,
0,,,209,4.0,0.958899974822998,0.5683614611625671,0.4812528192996979,0.5544560551643372,0.5960305333137512,0.4812528192996979,,,,,,
0,,,219,4.0,0.956849992275238,0.5204457640647888,0.48414239287376404,0.5239656567573547,0.518196702003479,0.48414239287376404,,,,,,
0,,,229,4.0,0.9726999998092651,0.5223849415779114,0.4710797369480133,0.516586422920227,0.54296875,0.4710797369480133,,,,,,
0,,,239,4.0,0.9503499865531921,0.5009744167327881,0.4716629385948181,0.500975489616394,0.5011258125305176,0.4716629385948181,,,,,,
0,,,249,4.0,0.9592999815940857,0.5228551030158997,0.46697571873664856,0.5279814004898071,0.5198279023170471,0.46697571873664856,,,,,,
0,,,259,4.0,0.9545000195503235,0.5001562237739563,0.4643206000328064,0.5009267330169678,0.5006001591682434,0.4643206000328064,,,,,,
0,,,269,4.0,0.9563500285148621,0.516937255859375,0.4600067436695099,0.5346724987030029,0.5134795904159546,0.4600067436695099,,,,,,
0,,,279,4.0,0.9661499857902527,0.5085049867630005,0.4462892711162567,0.5085901021957397,0.5084232687950134,0.4462892711162567,,,,,,
0,,,289,4.0,0.9745500087738037,0.5196216702461243,0.4437388777732849,0.518227219581604,0.5213537812232971,0.4437388777732849,,,,,,
0,,,299,4.0,0.9759500026702881,0.5322958827018738,0.43058931827545166,0.5489209294319153,0.5249585509300232,0.43058931827545166,,,,,,
0,,,309,4.0,0.9691500067710876,0.5240247845649719,0.4327445328235626,0.5447683334350586,0.5179954171180725,0.4327445328235626,,,,,,
0,,,319,4.0,0.9720500111579895,0.5134923458099365,0.4284277856349945,0.5261291861534119,0.5104474425315857,0.4284277856349945,,,,,,
0,,,329,4.0,0.9694499969482422,0.5126470923423767,0.4260619580745697,0.5764279365539551,0.5099865198135376,0.4260619580745697,,,,,,
0,,,339,4.0,0.9602000117301941,0.4948210120201111,0.4222654700279236,0.49729853868484497,0.49938979744911194,0.4222654700279236,,,,,,
0,,,349,4.0,0.9814000129699707,0.5667275786399841,0.4035338759422302,0.5709540843963623,0.5630159974098206,0.4035338759422302,,,,,,
0,,,359,4.0,0.9670000076293945,0.49759790301322937,0.4136328101158142,0.5609523057937622,0.502547025680542,0.4136328101158142,,,,,,
0,,,369,4.0,0.965399980545044,0.506598949432373,0.4069327116012573,0.5426222085952759,0.5067182183265686,0.4069327116012573,,,,,,
0,,,379,4.0,0.953249990940094,0.5025621056556702,0.4109909236431122,0.5808410048484802,0.5064079761505127,0.4109909236431122,,,,,,
