test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.030981261283159256,1.0,1.0,1.0,1.0,6.672130584716797,126.12665557861328,6.7031121253967285,0.036102887243032455,0.036102887243032455,0.03610284999012947,0.6408317685127258,0.0973011702299118,0.02556622587144375,3443.90380859375,0.08977579325437546,36.33661651611328,0.07224854826927185,31.14731788635254,0,0
