epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.11247663199901581,1.0,1.0,0.030461786314845085,1.0,1.0,6.8540873527526855,0.0593281015753746,6.8236260414123535,0.05932815000414848,0.05932815000414848,295.6154479980469,0.7399598360061646,25.782764434814453,3030.994140625,29.999109268188477,0.06325055658817291,0.025974495336413383,0.0765334889292717
