lr-Adam,step,train/batch_size,train/cls_loss,train/cls_acc,train/cls_precision,train/cls_recall,train/cls_f1,train/mat_loss,train/n_critical_max,train/rig_loss,train/loss,epoch,val/cls_loss,val/cls_acc,val/cls_precision,val/cls_recall,val/cls_f1,val/mat_loss,val/n_critical_max,val/rig_loss,val/loss,val/mat_precision,val/mat_recall,val/mat_f1
,799,4.0,0.06361762434244156,0.9807999730110168,0.666085422039032,0.7103129625320435,0.6854469776153564,4.21150541305542,106.0,8.968170166015625,13.243293762207031,0,,,,,,,,,,,,
,809,4.0,0.04685894772410393,0.9830999970436096,0.8449229001998901,0.7546021342277527,0.7925602197647095,4.9501495361328125,319.0,5.081974983215332,10.078983306884766,0,,,,,,,,,,,,
,819,4.0,0.03645014762878418,0.984499990940094,0.8220487236976624,0.8177843689918518,0.8199014663696289,3.7362277507781982,300.0,32.832550048828125,36.605228424072266,0,,,,,,,,,,,,
,829,4.0,0.03435567766427994,0.986299991607666,0.8364827036857605,0.8643141984939575,0.8498121500015259,4.091372966766357,312.0,3.929074764251709,8.054803848266602,0,,,,,,,,,,,,
,839,4.0,0.09866064041852951,0.9609000086784363,0.7218287587165833,0.6032275557518005,0.6383267641067505,5.348714828491211,424.0,59.680702209472656,65.1280746459961,0,,,,,,,,,,,,
,849,4.0,0.016752803698182106,0.9958000183105469,0.7039406299591064,0.7451475858688354,0.7226302027702332,3.383286476135254,36.0,0.32281580567359924,3.7228550910949707,0,,,,,,,,,,,,
,859,4.0,0.045212339609861374,0.9821500182151794,0.7742823362350464,0.8344501256942749,0.8011996746063232,3.980541706085205,336.0,10.391304969787598,14.417058944702148,0,,,,,,,,,,,,
,869,4.0,0.07393717765808105,0.9714499711990356,0.6646754741668701,0.6577175259590149,0.6611143350601196,4.454273223876953,183.0,11.46717357635498,15.995384216308594,0,,,,,,,,,,,,
,879,4.0,0.04367611184716225,0.9809499979019165,0.7963001132011414,0.8818215131759644,0.8332409262657166,3.3679494857788086,232.0,20.352291107177734,23.763916015625,0,,,,,,,,,,,,
,889,4.0,0.031187543645501137,0.9886000156402588,0.8314372301101685,0.8738696575164795,0.8513131141662598,3.4997901916503906,296.0,12.348395347595215,15.879373550415039,0,,,,,,,,,,,,
,899,4.0,0.031277041882276535,0.9904000163078308,0.7402246594429016,0.8201650381088257,0.7743180990219116,3.504293918609619,127.0,10.210352897644043,13.74592399597168,0,,,,,,,,,,,,
,909,4.0,0.09110027551651001,0.9631500244140625,0.7973334193229675,0.7964451313018799,0.7968884706497192,5.404846668243408,368.0,46.80228042602539,52.29822540283203,0,,,,,,,,,,,,
,919,4.0,0.08369244635105133,0.966949999332428,0.7155095934867859,0.7291976809501648,0.7221198678016663,4.408454895019531,255.0,14.131329536437988,18.623477935791016,0,,,,,,,,,,,,
,929,4.0,0.026123983785510063,0.988349974155426,0.7886505722999573,0.9463016986846924,0.849746823310852,3.2476115226745605,124.0,4.264569282531738,7.538304805755615,0,,,,,,,,,,,,
,939,4.0,0.04588085040450096,0.9865000247955322,0.7357693910598755,0.7811043858528137,0.7563633918762207,3.4073331356048584,117.0,3.3388633728027344,6.79207706451416,0,,,,,,,,,,,,
,949,4.0,0.055269502103328705,0.9777500033378601,0.764445424079895,0.8439624905586243,0.7985843420028687,3.9831631183624268,233.0,33.99119186401367,38.029624938964844,0,,,,,,,,,,,,
,959,4.0,0.03816342353820801,0.9853500127792358,0.6827417016029358,0.6960799098014832,0.6891654133796692,4.011396884918213,92.0,9.258746147155762,13.308306694030762,0,,,,,,,,,,,,
,969,4.0,0.025225207209587097,0.9914000034332275,0.8628983497619629,0.7795052528381348,0.8156209588050842,4.686420917510986,182.0,8.620077133178711,13.3317232131958,0,,,,,,,,,,,,
,979,4.0,0.0888005942106247,0.9750000238418579,0.7153940796852112,0.6253966689109802,0.6576100587844849,4.832645893096924,220.0,3.763699769973755,8.68514633178711,0,,,,,,,,,,,,
,989,4.0,0.0426211878657341,0.9853500127792358,0.8584573864936829,0.862999439239502,0.8607131242752075,4.008460521697998,336.0,3.796159029006958,7.847240447998047,0,,,,,,,,,,,,
,999,4.0,0.026041289791464806,0.9903500080108643,0.7198179960250854,0.7516374588012695,0.7346223592758179,3.7771575450897217,109.0,2.936211347579956,6.739410400390625,0,,,,,,,,,,,,
,1009,4.0,0.04474629461765289,0.9822499752044678,0.6313247680664062,0.7595168948173523,0.6733589172363281,2.9615478515625,75.0,2.5891637802124023,5.595458030700684,0,,,,,,,,,,,,
,1019,4.0,0.08571205288171768,0.9685999751091003,0.7420704364776611,0.7472881078720093,0.7446484565734863,5.2515764236450195,253.0,33.08781051635742,38.42509841918945,0,,,,,,,,,,,,
,1029,4.0,0.05017267167568207,0.9830499887466431,0.7263378500938416,0.5921345949172974,0.6296221613883972,6.08877420425415,239.0,2.3374080657958984,8.476354598999023,0,,,,,,,,,,,,
,1039,4.0,0.03890156373381615,0.9837499856948853,0.8583619594573975,0.9011957049369812,0.8784632682800293,4.481656074523926,379.0,67.73580169677734,72.25636291503906,0,,,,,,,,,,,,
,1049,4.0,0.06388848274946213,0.972599983215332,0.7407991886138916,0.7666803598403931,0.7530187368392944,5.2103352546691895,241.0,19.41069221496582,24.68491554260254,0,,,,,,,,,,,,
,1059,4.0,0.03195143863558769,0.9904000163078308,0.786118745803833,0.786118745803833,0.786118745803833,3.7219345569610596,112.0,3.8036158084869385,7.557501792907715,0,,,,,,,,,,,,
,1069,4.0,0.03256209194660187,0.9871500134468079,0.796589732170105,0.9169555902481079,0.8460727334022522,2.9772796630859375,197.0,6.169317245483398,9.179159164428711,0,,,,,,,,,,,,
,1079,4.0,0.08041659742593765,0.973550021648407,0.8504762649536133,0.5917270183563232,0.641063928604126,4.736695289611816,378.0,5.006710529327393,9.823822021484375,0,,,,,,,,,,,,
,1089,4.0,0.039761628955602646,0.98294997215271,0.6641436219215393,0.8280551433563232,0.7175308465957642,4.040163040161133,141.0,4.441361904144287,8.521286010742188,0,,,,,,,,,,,,
,1099,4.0,0.04575216770172119,0.9872999787330627,0.636297345161438,0.6571846604347229,0.6459673047065735,3.9880218505859375,90.0,2.710768461227417,6.744542121887207,0,,,,,,,,,,,,
,1109,4.0,0.09766905754804611,0.9655500054359436,0.7592591047286987,0.6431469917297363,0.6827247142791748,5.217421531677246,305.0,17.014951705932617,22.330041885375977,0,,,,,,,,,,,,
,1119,4.0,0.034037016332149506,0.9874500036239624,0.8739173412322998,0.8947134017944336,0.884014368057251,3.968916177749634,265.0,5.907156467437744,9.910109519958496,0,,,,,,,,,,,,
,1129,4.0,0.0405832938849926,0.9825999736785889,0.7287072539329529,0.8853482007980347,0.7859192490577698,3.6801846027374268,120.0,5.135711669921875,8.85647964477539,0,,,,,,,,,,,,
,1139,4.0,0.04882742837071419,0.9782000184059143,0.6746540069580078,0.7647126317024231,0.7098482847213745,4.131561756134033,136.0,6.737513542175293,10.917902946472168,0,,,,,,,,,,,,
,1149,4.0,0.04836316034197807,0.9868999719619751,0.7542849779129028,0.6621012687683105,0.6976019740104675,4.3458027839660645,113.0,0.9307036995887756,5.324869632720947,0,,,,,,,,,,,,
,1159,4.0,0.0802711546421051,0.9692500233650208,0.6932675242424011,0.6512784957885742,0.6694595813751221,4.7701215744018555,285.0,9.379496574401855,14.229888916015625,0,,,,,,,,,,,,
,1169,4.0,0.025920920073986053,0.9883999824523926,0.8534601926803589,0.8778303861618042,0.8652166128158569,3.859811544418335,240.0,8.315620422363281,12.201353073120117,0,,,,,,,,,,,,
,1179,4.0,0.06317616999149323,0.9757500290870667,0.8293744921684265,0.7036377191543579,0.7505528330802917,4.476245403289795,351.0,7.664028167724609,12.203449249267578,0,,,,,,,,,,,,
,1189,4.0,0.017527049407362938,0.9940000176429749,0.8814946413040161,0.9376320838928223,0.907565712928772,3.8250272274017334,237.0,9.235836029052734,13.078390121459961,0,,,,,,,,,,,,
,1199,4.0,0.06059223785996437,0.9776999950408936,0.7479954361915588,0.7007192969322205,0.7216925024986267,5.102871417999268,200.0,4.636114120483398,9.799577713012695,0,,,,,,,,,,,,
,1209,4.0,0.03358212485909462,0.9860000014305115,0.7119035720825195,0.7119035720825195,0.7119035720825195,3.6863138675689697,180.0,5.160641193389893,8.880537033081055,0,,,,,,,,,,,,
,1219,4.0,0.04233851283788681,0.982699990272522,0.7582379579544067,0.8498657941818237,0.796728253364563,4.5023298263549805,137.0,17.845596313476562,22.3902645111084,0,,,,,,,,,,,,
,1229,4.0,0.07875390350818634,0.9753999710083008,0.7598029375076294,0.6188492774963379,0.6613016724586487,5.604342460632324,351.0,22.819808959960938,28.502904891967773,0,,,,,,,,,,,,
9.997557473810373e-05,1238,,,,,,,,,,,,,,,,,,,,,,,
,1239,4.0,0.05241813510656357,0.979200005531311,0.7973923683166504,0.8039383292198181,0.8006269931793213,4.739056587219238,367.0,62.15428924560547,66.94576263427734,1,,,,,,,,,,,,
,1249,4.0,0.04114041477441788,0.9825000166893005,0.7616453766822815,0.6959268450737,0.7238142490386963,3.909410238265991,240.0,11.568182945251465,15.518733978271484,1,,,,,,,,,,,,
,1259,4.0,0.049540791660547256,0.9826499819755554,0.6446593999862671,0.7035549879074097,0.6688621640205383,3.830057144165039,78.0,8.24258041381836,12.122178077697754,1,,,,,,,,,,,,
,1269,4.0,0.04985293373465538,0.9800999760627747,0.7950098514556885,0.8604639768600464,0.8242066502571106,4.478578567504883,260.0,41.11850357055664,45.646934509277344,1,,,,,,,,,,,,
,1279,4.0,0.05507389083504677,0.9761499762535095,0.7862622737884521,0.7055946588516235,0.7388145923614502,4.827653884887695,270.0,7.842049598693848,12.724777221679688,1,,,,,,,,,,,,
,1289,4.0,0.02185247652232647,0.991599977016449,0.8771111369132996,0.8257033228874207,0.8494599461555481,3.6548454761505127,107.0,0.7070916891098022,4.383789539337158,1,,,,,,,,,,,,
,1299,4.0,0.030786816030740738,0.9883999824523926,0.798916220664978,0.9164533615112305,0.8475580811500549,3.7244632244110107,146.0,18.24542999267578,22.00067901611328,1,,,,,,,,,,,,
,1309,4.0,0.04624883458018303,0.9808499813079834,0.7460523843765259,0.8942425847053528,0.801851749420166,3.5266940593719482,192.0,6.63229513168335,10.205238342285156,1,,,,,,,,,,,,
,1319,4.0,0.028336292132735252,0.9899500012397766,0.783407986164093,0.7304583787918091,0.754119873046875,4.645913124084473,175.0,2.6259686946868896,7.30021858215332,1,,,,,,,,,,,,
,1329,4.0,0.04200486093759537,0.9876499772071838,0.7583212852478027,0.8656946420669556,0.8023744821548462,4.902179718017578,174.0,27.867338180541992,32.8115234375,1,,,,,,,,,,,,
,1339,4.0,0.06727360934019089,0.9722499847412109,0.8017998933792114,0.8889047503471375,0.8391648530960083,3.8563151359558105,364.0,39.31211471557617,43.23570251464844,1,,,,,,,,,,,,
,1349,4.0,0.06716374307870865,0.9736499786376953,0.7730894088745117,0.6854242086410522,0.7201926708221436,4.844043731689453,333.0,11.896389961242676,16.807598114013672,1,,,,,,,,,,,,
,1359,4.0,0.041364558041095734,0.9879999756813049,0.9211553335189819,0.7556500434875488,0.8173083066940308,5.546191692352295,353.0,6.37769079208374,11.96524715423584,1,,,,,,,,,,,,
,1369,4.0,0.05093430355191231,0.9803500175476074,0.8649477362632751,0.8126155138015747,0.8365901708602905,4.573117256164551,215.0,4.652066707611084,9.276118278503418,1,,,,,,,,,,,,
,1379,4.0,0.05868273228406906,0.9783999919891357,0.6559183597564697,0.7153228521347046,0.6805520057678223,3.554771900177002,167.0,38.28519821166992,41.898651123046875,1,,,,,,,,,,,,
,1389,4.0,0.029759032651782036,0.9883999824523926,0.8234970569610596,0.8365777134895325,0.8299018144607544,3.7282984256744385,127.0,2.2690274715423584,6.027084827423096,1,,,,,,,,,,,,
,1399,4.0,0.06238393113017082,0.9715999960899353,0.7978460788726807,0.8675769567489624,0.828606367111206,3.9041173458099365,296.0,46.40818405151367,50.37468719482422,1,,,,,,,,,,,,
,1409,4.0,0.04321012273430824,0.9829999804496765,0.8579601049423218,0.7961282730102539,0.8239250183105469,4.1729416847229,272.0,7.234036445617676,11.450187683105469,1,,,,,,,,,,,,
,1419,4.0,0.037773050367832184,0.9849500060081482,0.7173440456390381,0.785521388053894,0.7465944886207581,3.605868339538574,134.0,2.715991258621216,6.35963249206543,1,,,,,,,,,,,,
,1429,4.0,0.11673028767108917,0.9645000100135803,0.7619750499725342,0.7390881180763245,0.7499442100524902,5.119133472442627,400.0,24.52159881591797,29.757461547851562,1,,,,,,,,,,,,
