lr-Adam/pg1,lr-Adam/pg2,step,train/batch_size,train/cls_loss,train/cls_acc,train/cls_precision,train/cls_recall,train/cls_f1,train/mat_loss,train/n_critical_max,train/rig_loss,train/loss,epoch,val/cls_loss,val/cls_acc,val/cls_precision,val/cls_recall,val/cls_f1,val/mat_loss,val/n_critical_max,val/rig_loss,val/loss,val/mat_precision,val/mat_recall,val/mat_f1
1e-06,9.999999999999999e-06,0,,,,,,,,,,,,,,,,,,,,,,,
,,9,4.0,0.09076159447431564,0.9643499851226807,0.7696305513381958,0.7366999983787537,0.7519609928131104,4.885374069213867,327.0,19.873592376708984,24.849727630615234,0,,,,,,,,,,,,
,,19,4.0,0.07564340531826019,0.9698500037193298,0.6944452524185181,0.6763871312141418,0.6849335432052612,4.611626625061035,300.0,13.362471580505371,18.049741744995117,0,,,,,,,,,,,,
,,29,4.0,0.04638677462935448,0.9829000234603882,0.6558300852775574,0.749824583530426,0.6913936138153076,3.7687933444976807,102.0,8.851963996887207,12.667143821716309,0,,,,,,,,,,,,
,,39,4.0,0.045541927218437195,0.9816499948501587,0.820470929145813,0.7715868353843689,0.7938785552978516,5.1894707679748535,353.0,10.33539867401123,15.570411682128906,0,,,,,,,,,,,,
,,49,4.0,0.03780367970466614,0.9865999817848206,0.8090951442718506,0.8558471202850342,0.8307393789291382,4.908363342285156,283.0,5.601867198944092,10.54803466796875,0,,,,,,,,,,,,
,,59,4.0,0.026333538815379143,0.990149974822998,0.6698718667030334,0.8938553333282471,0.7362408638000488,2.856656789779663,104.0,1.964652180671692,4.847642421722412,0,,,,,,,,,,,,
,,69,4.0,0.03636464104056358,0.9855499863624573,0.8041368722915649,0.8783994317054749,0.8369872570037842,4.006829738616943,150.0,6.246743202209473,10.289937973022461,0,,,,,,,,,,,,
,,79,4.0,0.03501826524734497,0.9872000217437744,0.8164847493171692,0.896970272064209,0.8519313335418701,3.2066054344177246,135.0,5.434203624725342,8.675827026367188,0,,,,,,,,,,,,
,,89,4.0,0.06157044693827629,0.9740999937057495,0.7433215379714966,0.773514449596405,0.7574588060379028,4.354877948760986,270.0,7.293659687042236,11.710107803344727,0,,,,,,,,,,,,
,,99,4.0,0.0505666509270668,0.980650007724762,0.8985946178436279,0.8385556936264038,0.8658881187438965,4.728527545928955,334.0,31.448463439941406,36.22755813598633,0,,,,,,,,,,,,
,,109,4.0,0.0441383421421051,0.9799500107765198,0.7850183248519897,0.8618147373199463,0.8184996247291565,4.377483367919922,247.0,5.841344356536865,10.26296615600586,0,,,,,,,,,,,,
,,119,4.0,0.051906928420066833,0.9786999821662903,0.7997139692306519,0.8904225826263428,0.8385570049285889,3.4809694290161133,248.0,23.274869918823242,26.80774688720703,0,,,,,,,,,,,,
,,129,4.0,0.048058442771434784,0.9815000295639038,0.8311684131622314,0.8666517734527588,0.8479321002960205,4.968223571777344,353.0,64.15614318847656,69.17242431640625,0,,,,,,,,,,,,
,,139,4.0,0.06912736594676971,0.970550000667572,0.8206394910812378,0.7269490361213684,0.7649780511856079,5.422145843505859,305.0,11.342391014099121,16.833663940429688,0,,,,,,,,,,,,
