epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rig_loss,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.03939763456583023,1.0,1.0,0.015068218111991882,1.0,1.0,5.724758625030518,0.09914802014827728,5.709689617156982,0.09739244729280472,0.10334901511669159,174.4403839111328,0.8259141445159912,21.164724349975586,19.6163272857666,2138.428955078125,22.931419372558594,0.03528527915477753,0.011558105237782001,0.0455932579934597
