epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.03153439611196518,1.0,1.0,0.016606759279966354,1.0,1.0,5.032373428344727,0.10240145772695541,5.015766620635986,0.1024014949798584,0.1024014949798584,272.0450134277344,0.8604999780654907,17.519596099853516,2050.5703125,20.63394546508789,0.026116816326975822,0.008135191164910793,0.032858312129974365
