test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.03115483559668064,1.0,1.0,1.0,1.0,7.645719051361084,134.43643188476562,7.676873683929443,0.03827931359410286,0.03827931359410286,0.03827928006649017,0.6461100578308105,0.09706149250268936,0.025602255016565323,3623.41650390625,0.08928115665912628,37.03053283691406,0.07209664583206177,31.806730270385742,0,0
