epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.10586300492286682,1.0,1.0,0.028318209573626518,1.0,1.0,7.350744247436523,0.0608188658952713,7.32242488861084,0.06081889942288399,0.06081889942288399,293.6466369628906,0.729229211807251,26.309181213378906,3055.46923828125,30.654457092285156,0.06287939846515656,0.024810943752527237,0.07640449702739716
