lr-Adam/pg1,lr-Adam/pg2,step,train/batch_size,train/cls_loss,train/cls_acc,train/cls_precision,train/cls_recall,train/cls_f1,train/mat_loss,train/n_critical_max,train/rig_loss,train/loss,epoch
1e-06,1e-06,0,,,,,,,,,,,
,,9,3.0,0.6657949686050415,0.5494666695594788,0.4989469349384308,0.4788448214530945,0.3646581470966339,5.267629146575928,99.0,1.1979862451553345,7.131410121917725,0
,,19,3.0,0.6681078672409058,0.565933346748352,0.49897775053977966,0.48695868253707886,0.3776167631149292,5.995588302612305,152.0,2.6484580039978027,9.312154769897461,0
,,29,3.0,0.6650856137275696,0.5614666938781738,0.4978122413158417,0.4725850224494934,0.3749459981918335,6.503965854644775,277.0,14.499382019042969,21.668434143066406,0
,,39,3.0,0.6641354560852051,0.5769333243370056,0.49842116236686707,0.477775514125824,0.3798538148403168,6.242018222808838,154.0,0.7503084540367126,7.6564621925354,0
,,49,3.0,0.6574986577033997,0.5830000042915344,0.5028415322303772,0.5533215999603271,0.3830772042274475,5.780206680297852,142.0,6.185301303863525,12.623006820678711,0
,,59,3.0,0.665350079536438,0.5668666958808899,0.5013801455497742,0.5110543966293335,0.3901224732398987,6.672428131103516,221.0,5.259232521057129,12.597010612487793,0
,,69,3.0,0.6596854329109192,0.5784000158309937,0.4962587356567383,0.4093693196773529,0.3716681897640228,5.0197625160217285,78.0,0.3024460971355438,5.981894016265869,0
,,79,3.0,0.6606084108352661,0.5838666558265686,0.5001780390739441,0.5023159384727478,0.3856686055660248,5.864513397216797,109.0,1.5347020626068115,8.059823989868164,0
,,89,3.0,0.6549930572509766,0.5842000246047974,0.5067917704582214,0.5659121870994568,0.39808034896850586,6.25382661819458,280.0,1.613718867301941,8.522538185119629,0
,,99,3.0,0.6633336544036865,0.5806000232696533,0.48730555176734924,0.41236612200737,0.3850252330303192,6.4703288078308105,334.0,2.803636074066162,9.937297821044922,0
,,109,3.0,0.6595811247825623,0.5794666409492493,0.4945831596851349,0.43885552883148193,0.38055646419525146,6.025080680847168,189.0,0.9379475712776184,7.622609615325928,0
,,119,3.0,0.6540834903717041,0.5953999757766724,0.5119965076446533,0.6097861528396606,0.4091964662075043,6.263112545013428,241.0,7.103678226470947,14.0208740234375,0
,,129,3.0,0.665093183517456,0.5920000076293945,0.49521157145500183,0.44694948196411133,0.3863150179386139,6.160616397857666,218.0,0.8724361658096313,7.698145389556885,0
,,139,3.0,0.6584739685058594,0.5752666592597961,0.5003709197044373,0.5061806440353394,0.3788461685180664,5.640686988830566,140.0,8.931967735290527,15.231128692626953,0
,,149,3.0,0.6593195796012878,0.5790666937828064,0.4994764029979706,0.4895957112312317,0.3773280382156372,5.7508931159973145,157.0,1.9539709091186523,8.36418342590332,0
,,159,3.0,0.6667562127113342,0.5613333582878113,0.4893685281276703,0.4217352271080017,0.37823009490966797,6.602613925933838,301.0,3.083834409713745,10.353204727172852,0
,,169,3.0,0.6576316356658936,0.5705999732017517,0.4995148181915283,0.4959183633327484,0.3885350227355957,6.2077250480651855,290.0,1.363071322441101,8.22842788696289,0
,,179,3.0,0.6572926640510559,0.6025333404541016,0.4989820718765259,0.4848858118057251,0.38955795764923096,5.806289196014404,128.0,0.5917901396751404,7.05537223815918,0
,,189,3.0,0.657848596572876,0.6032000184059143,0.5041605234146118,0.5495030283927917,0.398959755897522,6.2603302001953125,209.0,2.971127986907959,9.889307022094727,0
,,199,3.0,0.6552393436431885,0.5789999961853027,0.4999067485332489,0.497040331363678,0.3736323416233063,4.970146656036377,60.0,0.3033466637134552,5.928732872009277,0
,,209,3.0,0.6598789691925049,0.595466673374176,0.4971662759780884,0.47988560795783997,0.4001044034957886,6.466463565826416,245.0,1.2606725692749023,8.387015342712402,0
,,219,3.0,0.6546784043312073,0.606333315372467,0.5008999705314636,0.5233743786811829,0.38696175813674927,5.130445957183838,64.0,1.3601622581481934,7.145286560058594,0
,,229,3.0,0.656492292881012,0.5785999894142151,0.4982454776763916,0.4704791307449341,0.37782394886016846,5.847067356109619,116.0,1.6183159351348877,8.121875762939453,0
,,239,3.0,0.662924587726593,0.571066677570343,0.4967692494392395,0.47951388359069824,0.39388760924339294,7.043924808502197,514.0,6.776697635650635,14.48354721069336,0
,,249,3.0,0.6517058610916138,0.6082666516304016,0.49875038862228394,0.4865224361419678,0.39675620198249817,6.239996910095215,257.0,1.2404446601867676,8.132146835327148,0
,,259,3.0,0.6479297280311584,0.6133999824523926,0.4970611333847046,0.42552119493484497,0.3854898512363434,5.082764625549316,75.0,0.5843454003334045,6.31503963470459,0
,,269,3.0,0.6473327875137329,0.6089333295822144,0.5011242032051086,0.5138885378837585,0.3971962332725525,5.851871967315674,171.0,1.4881969690322876,7.987401485443115,0
,,279,3.0,0.6490938067436218,0.6212000250816345,0.5040726661682129,0.5397406220436096,0.4094524085521698,6.045375823974609,194.0,1.5917500257492065,8.286219596862793,0
,,289,3.0,0.6534968018531799,0.6013333201408386,0.5020105242729187,0.5170543193817139,0.4028443694114685,6.29306697845459,181.0,0.9080749750137329,7.854638576507568,0
,,299,3.0,0.6564871072769165,0.5869333148002625,0.49606096744537354,0.46406787633895874,0.38937607407569885,6.300592422485352,237.0,2.992123603820801,9.949203491210938,0
,,309,3.0,0.6634132862091064,0.5705999732017517,0.49326062202453613,0.43234938383102417,0.37812569737434387,6.292515754699707,151.0,2.417511224746704,9.37343978881836,0
,,319,3.0,0.647376298904419,0.6142666935920715,0.49875861406326294,0.4893534481525421,0.40381762385368347,6.256997585296631,248.0,2.871368169784546,9.775742530822754,0
,,329,3.0,0.6559505462646484,0.5860666632652283,0.49236568808555603,0.453830361366272,0.39649051427841187,6.607443809509277,291.0,4.2070112228393555,11.470405578613281,0
,,339,3.0,0.6531419157981873,0.6053333282470703,0.49954646825790405,0.4941090941429138,0.39327093958854675,5.907947063446045,165.0,3.78817081451416,10.349260330200195,0
,,349,3.0,0.6498671174049377,0.6062666773796082,0.49797558784484863,0.48129087686538696,0.39834100008010864,6.4227519035339355,314.0,2.2060861587524414,9.278705596923828,0
,,359,3.0,0.6580889225006104,0.600266695022583,0.4972366392612457,0.4687279462814331,0.3912109434604645,6.473650932312012,283.0,8.764632225036621,15.896371841430664,0
,,369,3.0,0.6531898975372314,0.5952000021934509,0.4976699948310852,0.48010966181755066,0.3957410156726837,6.255797863006592,204.0,1.128660798072815,8.037649154663086,0
,,379,3.0,0.6394506692886353,0.6274666786193848,0.5020313262939453,0.5291244983673096,0.40282130241394043,5.857733726501465,187.0,2.4561209678649902,8.9533052444458,0
