epoch,lr-Adam,step,train/batch_size,train/cls_acc,train/cls_f1,train/cls_loss,train/cls_precision,train/cls_recall,train/loss,train/mat_loss,train/n_critical_max,train/rig_loss
,1e-05,0,,,,,,,,,,
0,,9,4.0,0.49779999256134033,0.4165361821651459,0.7346078157424927,0.4795934855937958,0.4607299864292145,9.034828186035156,7.988152503967285,1384.0,0.3120681345462799
0,,19,4.0,0.543150007724762,0.4047800600528717,0.7078718543052673,0.5083533525466919,0.5384846925735474,8.045377731323242,7.0062665939331055,512.0,0.3312392234802246
0,,29,4.0,0.5066999793052673,0.39770573377609253,0.7301133275032043,0.48284077644348145,0.4544019401073456,8.565916061401367,7.631134510040283,984.0,0.20466788113117218
0,,39,4.0,0.5328999757766724,0.4547441303730011,0.7145819067955017,0.4974619448184967,0.49567800760269165,9.421124458312988,8.535518646240234,2708.0,0.17102400958538055
0,,49,4.0,0.5696499943733215,0.4332732558250427,0.6946935653686523,0.5116633176803589,0.5395396947860718,9.541839599609375,7.267836093902588,818.0,1.5793097019195557
0,,59,4.0,0.5744500160217285,0.4350402057170868,0.6800466775894165,0.517756462097168,0.5674843788146973,8.599742889404297,7.25555419921875,597.0,0.664141833782196
0,,69,4.0,0.5442500114440918,0.47243577241897583,0.6996641159057617,0.5017504692077637,0.5026538968086243,9.389989852905273,8.279455184936523,1747.0,0.4108702838420868
0,,79,4.0,0.5791000127792358,0.48874229192733765,0.6899011731147766,0.5189738273620605,0.5321092009544373,9.368837356567383,8.584503173828125,2871.0,0.09443256258964539
0,,89,4.0,0.5952500104904175,0.4811468720436096,0.6681416034698486,0.5332449674606323,0.5813077688217163,9.767868041992188,7.707522392272949,779.0,1.3922041654586792
0,,99,4.0,0.569350004196167,0.42062872648239136,0.6871039271354675,0.500193178653717,0.5006807446479797,8.472770690917969,7.249344825744629,516.0,0.5363221168518066
0,,109,4.0,0.5845500230789185,0.47623711824417114,0.6754735112190247,0.5122194290161133,0.5230473875999451,8.842740058898926,8.047343254089355,1806.0,0.11992320418357849
0,,119,4.0,0.5552499890327454,0.4526519477367401,0.6847940683364868,0.4923572242259979,0.48618221282958984,9.647178649902344,8.504719734191895,2484.0,0.4576644003391266
0,,129,4.0,0.6273000240325928,0.48829585313796997,0.6481908559799194,0.5362603664398193,0.6019166111946106,8.422683715820312,7.584657669067383,989.0,0.1898355334997177
0,,139,4.0,0.6048499941825867,0.4728168845176697,0.6564656496047974,0.5161907076835632,0.5372682809829712,8.858386993408203,7.648046493530273,1121.0,0.5538750886917114
0,,149,4.0,0.5698000192642212,0.4753463566303253,0.6807481646537781,0.49561387300491333,0.4935125708580017,9.062603950500488,8.256121635437012,1693.0,0.1257341057062149
0,,159,4.0,0.5994499921798706,0.4337500333786011,0.6598272323608398,0.48919427394866943,0.4705272912979126,10.73062801361084,8.037999153137207,1537.0,2.032801389694214
0,,169,4.0,0.621649980545044,0.4798307418823242,0.649330198764801,0.5115653276443481,0.5238248109817505,8.523569107055664,7.784073829650879,980.0,0.09016474336385727
0,,179,4.0,0.6234999895095825,0.47596511244773865,0.644231915473938,0.5123164057731628,0.5276275277137756,8.761411666870117,7.728015899658203,971.0,0.38916435837745667
0,,189,4.0,0.5877000093460083,0.489105224609375,0.665110170841217,0.5008026361465454,0.5010945796966553,9.137697219848633,8.40156364440918,2619.0,0.07102346420288086
0,,199,4.0,0.6377999782562256,0.4897170662879944,0.6440801620483398,0.5142396688461304,0.5276914238929749,8.820438385009766,8.004051208496094,1698.0,0.1723065972328186
0,,209,4.0,0.6561499834060669,0.4789646863937378,0.6269373893737793,0.5186212658882141,0.5529897212982178,8.458438873291016,7.437095642089844,800.0,0.39440569281578064
0,,219,4.0,0.6817499995231628,0.4973847270011902,0.6124158501625061,0.5327109694480896,0.6032798290252686,8.457555770874023,7.319007873535156,521.0,0.5261317491531372
0,,229,4.0,0.6736500263214111,0.4801000952720642,0.6147980690002441,0.5202298164367676,0.5652683973312378,8.998312950134277,7.544826030731201,1046.0,0.8386886119842529
0,,239,4.0,0.6707000136375427,0.4964991509914398,0.6096057295799255,0.5300933122634888,0.5840431451797485,8.98073959350586,7.303908348083496,642.0,1.0672253370285034
0,,249,4.0,0.6936500072479248,0.5566767454147339,0.6005615592002869,0.5597952008247375,0.5977742671966553,9.06221866607666,8.403692245483398,2379.0,0.05796515569090843
0,,259,4.0,0.6941499710083008,0.5650890469551086,0.6050670146942139,0.5638383626937866,0.5903328657150269,8.70490550994873,7.978404998779297,1375.0,0.12143342941999435
0,,269,4.0,0.6905500292778015,0.5285009145736694,0.6014396548271179,0.5348724126815796,0.5577739477157593,8.926445960998535,8.160833358764648,1138.0,0.16417273879051208
0,,279,4.0,0.7121999859809875,0.604747474193573,0.5958231091499329,0.5986955165863037,0.6287449598312378,9.165755271911621,8.126762390136719,2057.0,0.4431694746017456
0,,289,4.0,0.7035499811172485,0.5122660994529724,0.5967300534248352,0.5262222290039062,0.5543099045753479,8.498518943786621,7.690878868103027,1234.0,0.2109101563692093
0,,299,4.0,0.7164999842643738,0.5529068112373352,0.5917100310325623,0.5527195334434509,0.5826389789581299,8.49691390991211,7.80706787109375,982.0,0.09813564270734787
0,,309,4.0,0.7059999704360962,0.5043923258781433,0.5972551107406616,0.519798994064331,0.5418193340301514,8.51414966583252,7.496175289154053,976.0,0.4207192063331604
0,,319,4.0,0.7399500012397766,0.47791460156440735,0.571823239326477,0.5136806964874268,0.5624816417694092,7.701622486114502,6.682517051696777,321.0,0.44728219509124756
0,,329,4.0,0.725350022315979,0.4991326630115509,0.5785729289054871,0.5210962295532227,0.5590817928314209,8.029420852661133,7.329151153564453,643.0,0.12169706076383591
0,,339,4.0,0.7067499756813049,0.5372214913368225,0.593636155128479,0.5369946360588074,0.5505129098892212,8.924606323242188,8.179472923278809,1940.0,0.15149688720703125
0,,349,4.0,0.7462499737739563,0.4554772675037384,0.5648192167282104,0.4988889992237091,0.4940541684627533,7.503725051879883,6.492336273193359,263.0,0.44656968116760254
0,,359,4.0,0.7302500009536743,0.5488027334213257,0.5760987997055054,0.5482744574546814,0.5770713090896606,8.616734504699707,7.977159023284912,1162.0,0.06347689032554626
0,,369,4.0,0.7540000081062317,0.5458498001098633,0.5605494976043701,0.5467168092727661,0.589777946472168,10.50188159942627,7.601565361022949,922.0,2.33976674079895
0,,379,4.0,0.7734500169754028,0.539120078086853,0.5544089078903198,0.5408182740211487,0.5867536067962646,8.434536933898926,7.747578144073486,1227.0,0.13255009055137634
0,,389,4.0,0.7838000059127808,0.5848062038421631,0.548548698425293,0.5757191181182861,0.6190692186355591,8.398090362548828,7.562553882598877,917.0,0.2869873344898224
0,,399,4.0,0.7222499847412109,0.5041059255599976,0.5789978504180908,0.5069921016693115,0.5096237659454346,9.690834999084473,7.863933563232422,1016.0,1.24790358543396
0,,409,4.0,0.7745500206947327,0.5838399529457092,0.5499222278594971,0.575468897819519,0.6186544895172119,8.617714881896973,7.749998569488525,1095.0,0.3177938163280487
0,,419,4.0,0.7131999731063843,0.5127471089363098,0.5847452282905579,0.5132440328598022,0.5161784291267395,9.147679328918457,8.110209465026855,1923.0,0.4527241885662079
0,,429,4.0,0.7913500070571899,0.5550446510314941,0.5413998365402222,0.551222562789917,0.6020732522010803,8.204821586608887,7.5408735275268555,953.0,0.12254811823368073
0,,439,4.0,0.7505000233650208,0.5537502765655518,0.5725023150444031,0.5507246851921082,0.5600318312644958,9.123279571533203,8.089155197143555,1457.0,0.4616222083568573
0,,449,4.0,0.8076000213623047,0.5380072593688965,0.5289183259010315,0.5371814370155334,0.5814428925514221,7.904941082000732,7.0802764892578125,500.0,0.29574620723724365
0,,459,4.0,0.784600019454956,0.5578824877738953,0.5444435477256775,0.5527197122573853,0.5743899941444397,8.479662895202637,7.735027313232422,1156.0,0.20019230246543884
0,,469,4.0,0.7752500176429749,0.5164946913719177,0.5512686967849731,0.516755223274231,0.5233516097068787,10.826964378356934,7.678637504577637,865.0,2.5970582962036133
0,,479,4.0,0.7993500232696533,0.5587118864059448,0.5319762825965881,0.552783191204071,0.5789999961853027,8.618237495422363,7.692605495452881,1292.0,0.39365532994270325
0,,489,4.0,0.7910000085830688,0.5282554030418396,0.5365159511566162,0.5283369421958923,0.5500112771987915,10.023971557617188,7.304929256439209,637.0,2.182526111602783
0,,499,4.0,0.7221999764442444,0.5314998030662537,0.5755276083946228,0.5370151996612549,0.5303786993026733,9.234152793884277,8.533267974853516,2774.0,0.1253574937582016
0,,509,4.0,0.7150999903678894,0.5300570130348206,0.597956120967865,0.550031840801239,0.5323507785797119,9.424830436706543,8.58387279510498,2958.0,0.24300193786621094
0,,519,4.0,0.7882500290870667,0.5565332174301147,0.5391959547996521,0.5578648447990417,0.5553787350654602,9.49075698852539,8.024002075195312,1695.0,0.9275592565536499
0,,529,4.0,0.6747000217437744,0.5292918086051941,0.6139786243438721,0.5628974437713623,0.5377445816993713,9.689798355102539,8.830750465393066,2981.0,0.24506905674934387
0,,539,4.0,0.8449500203132629,0.5517793893814087,0.4898415505886078,0.5466482043266296,0.6486793756484985,7.237640857696533,6.53953742980957,339.0,0.20826198160648346
0,,549,4.0,0.8201500177383423,0.6019977331161499,0.5232942700386047,0.5978125333786011,0.6071167588233948,8.501239776611328,7.842647075653076,1180.0,0.1352984607219696
0,,559,4.0,0.8428000211715698,0.6181787848472595,0.49996718764305115,0.6054806709289551,0.6399879455566406,8.118514060974121,7.580855846405029,1137.0,0.037691421806812286
0,,569,4.0,0.7957000136375427,0.5371474027633667,0.5276927947998047,0.5345194339752197,0.5526495575904846,8.350354194641113,7.56278133392334,921.0,0.2598802149295807
0,,579,4.0,0.8105999827384949,0.5902836918830872,0.5160717368125916,0.5863649249076843,0.595242440700531,8.685293197631836,7.82951021194458,1209.0,0.33971142768859863
0,,589,4.0,0.8096500039100647,0.6358515024185181,0.5088585019111633,0.6465566754341125,0.627991795539856,9.262846946716309,8.585003852844238,2806.0,0.16898486018180847
0,,599,4.0,0.8841500282287598,0.5641592144966125,0.4680125117301941,0.5510905981063843,0.672370195388794,7.103648662567139,6.506217956542969,211.0,0.1294185370206833
0,,609,4.0,0.8865000009536743,0.6179550290107727,0.47214779257774353,0.5962294340133667,0.6702089905738831,8.05707836151123,7.339007377624512,540.0,0.24592283368110657
0,,619,4.0,0.8314499855041504,0.5649862289428711,0.5007792115211487,0.5650519728660583,0.5649207234382629,8.522770881652832,7.796265602111816,1022.0,0.22572579979896545
0,,629,4.0,0.8790500164031982,0.6081840991973877,0.4702857434749603,0.5900281071662903,0.6492763757705688,8.223569869995117,7.186810493469238,381.0,0.5664736032485962
0,,639,4.0,0.8759499788284302,0.6530240774154663,0.4786696434020996,0.6489843130111694,0.6574351191520691,10.644028663635254,7.513063430786133,771.0,2.6522955894470215
0,,649,4.0,0.8979499936103821,0.6211986541748047,0.4567924439907074,0.6003388166427612,0.6639949679374695,8.223355293273926,6.93989896774292,415.0,0.8266642093658447
0,,659,4.0,0.8290500044822693,0.6262136101722717,0.4893184006214142,0.6515273451805115,0.6124445199966431,9.228475570678711,8.410466194152832,1927.0,0.32869085669517517
0,,669,4.0,0.9023500084877014,0.562197744846344,0.4538464844226837,0.5511366128921509,0.5901541113853455,7.301889419555664,6.794857978820801,269.0,0.053184833377599716
0,,679,4.0,0.8561000227928162,0.6259584426879883,0.4806743562221527,0.6294026374816895,0.6228194236755371,9.487322807312012,8.103462219238281,1389.0,0.903186023235321
0,,689,4.0,0.8572999835014343,0.6426917314529419,0.4761684536933899,0.6492605805397034,0.6370344758033752,8.298531532287598,7.617267608642578,901.0,0.20509487390518188
0,,699,4.0,0.902999997138977,0.6292098760604858,0.45124363899230957,0.6216795444488525,0.6382492184638977,7.809248924255371,7.234008312225342,582.0,0.12399657815694809
0,,709,4.0,0.8405500054359436,0.6500045657157898,0.4954180121421814,0.6831575632095337,0.6321690678596497,8.517046928405762,7.983624458312988,1237.0,0.03800534829497337
0,,719,4.0,0.8575000166893005,0.587962806224823,0.4751858413219452,0.6014148592948914,0.5794607400894165,8.260300636291504,7.735722541809082,1209.0,0.04939303547143936
0,,729,4.0,0.8935499787330627,0.5869734287261963,0.45224693417549133,0.582475483417511,0.5923550128936768,7.73991060256958,7.202593803405762,598.0,0.0850694328546524
0,,739,4.0,0.9114500284194946,0.7621796727180481,0.43130263686180115,0.7887177467346191,0.7416082620620728,8.587919235229492,8.068913459777832,1525.0,0.08770239353179932
