epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.025900084525346756,1.0,1.0,0.016523297876119614,1.0,1.0,4.6282477378845215,0.11078864336013794,4.611724376678467,0.11078870296478271,0.11078870296478271,278.67401123046875,0.8654999732971191,16.764936447143555,1952.0672607421875,19.565040588378906,0.024361519142985344,0.006982744671404362,0.030882688239216805
