test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.030882637947797775,1.0,1.0,1.0,1.0,9.121296882629395,135.94528198242188,9.152179718017578,0.036944009363651276,0.036944009363651276,0.03694396838545799,0.6603773832321167,0.09722446650266647,0.025016803294420242,3349.962158203125,0.08613385260105133,35.22651672363281,0.06828329712152481,29.996631622314453,0,0
