test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.031056402251124382,1.0,1.0,1.0,1.0,9.199678421020508,128.23916625976562,9.230735778808594,0.03575507178902626,0.03575507178902626,0.03575503081083298,0.625235378742218,0.10747523605823517,0.027714524418115616,3667.753173828125,0.0943048745393753,37.43025588989258,0.0755721852183342,32.31214141845703,0,0
