epoch,step,test/chamfer_distance,test/cls_acc,test/cls_f1,test/cls_loss,test/cls_precision,test/cls_recall,test/loss,test/mat_f1,test/mat_loss,test/mat_precision,test/mat_recall,test/n_critical_max,test/part_acc,test/rot_mae,test/rot_mse,test/rot_rmse,test/trans_mae,test/trans_mse,test/trans_rmse
0,0,0.07324761897325516,1.0,1.0,0.016504937782883644,1.0,1.0,8.645747184753418,0.11444146186113358,8.629242897033691,0.11444150656461716,0.11444150656461716,87.10721588134766,0.7804123759269714,22.608198165893555,2508.11376953125,26.272668838500977,0.04794960096478462,0.020110033452510834,0.06527695804834366
