test/cls_loss,test/cls_acc,test/cls_precision,test/cls_recall,test/cls_f1,test/mat_loss,test/n_critical_max,test/loss,test/mat_precision,test/mat_recall,test/mat_f1,test/part_acc,test/chamfer_distance,test/trans_mse,test/rot_mse,test/trans_rmse,test/rot_rmse,test/trans_mae,test/rot_mae,epoch,step
0.030197344720363617,1.0,1.0,1.0,1.0,9.019625663757324,128.55471801757812,9.049822807312012,0.040460262447595596,0.040460262447595596,0.04046022519469261,0.6433961987495422,0.09294154495000839,0.02419455163180828,3530.31591796875,0.08629211038351059,37.09149169921875,0.06845671683549881,31.983291625976562,0,0
