lr-Adam/pg1,lr-Adam/pg2,step,train/batch_size,train/cls_loss,train/cls_acc,train/cls_precision,train/cls_recall,train/cls_f1,train/mat_loss,train/n_critical_max,train/rig_loss,train/loss,epoch
1e-05,1e-05,0,,,,,,,,,,,
,,9,3.0,0.6649726629257202,0.5530666708946228,0.4987727403640747,0.47538745403289795,0.3659924268722534,5.2957282066345215,99.0,1.168524146080017,7.129225254058838,0
,,19,3.0,0.6642788648605347,0.5666000247001648,0.4974333345890045,0.4672985076904297,0.3763381540775299,6.1116509437561035,152.0,2.436220407485962,9.212150573730469,0
,,29,3.0,0.6548734307289124,0.5820666551589966,0.4996895492076874,0.4961564540863037,0.3852749764919281,6.525043487548828,277.0,14.172715187072754,21.352632522583008,0
,,39,3.0,0.6512174606323242,0.5959333181381226,0.49384036660194397,0.4149053692817688,0.3824767768383026,6.297997951507568,154.0,0.6913187503814697,7.640534400939941,0
,,49,3.0,0.6390307545661926,0.6171333193778992,0.5011284351348877,0.5205295085906982,0.39485248923301697,5.755426406860352,142.0,6.322841644287109,12.71729850769043,0
,,59,3.0,0.6472744345664978,0.5946000218391418,0.4977644383907318,0.482515424489975,0.3977990746498108,6.69768762588501,221.0,4.654815673828125,11.999777793884277,0
,,69,3.0,0.6339548230171204,0.6305333375930786,0.4952293932437897,0.3901216387748718,0.3904379606246948,5.199527263641357,78.0,0.18227307498455048,6.0157551765441895,0
,,79,3.0,0.6320358514785767,0.6250666379928589,0.49980077147483826,0.49750879406929016,0.40148043632507324,5.806988716125488,109.0,1.3663384914398193,7.805362701416016,0
,,89,3.0,0.6239905953407288,0.6412666440010071,0.5057172775268555,0.5523210167884827,0.41998326778411865,6.327689170837402,280.0,1.2766129970550537,8.228292465209961,0
,,99,3.0,0.6304214596748352,0.6353333592414856,0.4855881333351135,0.4069506525993347,0.4031219482421875,6.65017557144165,334.0,2.3578989505767822,9.638496398925781,0
,,109,3.0,0.619074821472168,0.6590666770935059,0.4938156008720398,0.43646347522735596,0.40946200489997864,6.189084529876709,189.0,0.7051833868026733,7.51334285736084,0
,,119,3.0,0.6107546091079712,0.6796000003814697,0.5123539566993713,0.601840615272522,0.4435228407382965,6.357894420623779,241.0,5.705259323120117,12.673908233642578,0
,,129,3.0,0.6181266903877258,0.6678000092506409,0.4931408762931824,0.43124571442604065,0.41186872124671936,6.390824794769287,218.0,0.7703136205673218,7.779265403747559,0
,,139,3.0,0.6046051979064941,0.6763333082199097,0.5004509687423706,0.5066853165626526,0.41767948865890503,5.759148597717285,140.0,6.592235088348389,12.955988883972168,0
,,149,3.0,0.6008011698722839,0.6855999827384949,0.49807819724082947,0.4665530025959015,0.4157695770263672,5.93553352355957,157.0,1.7790701389312744,8.315404891967773,0
,,159,3.0,0.6101701855659485,0.6671333312988281,0.4932178258895874,0.45591622591018677,0.42178329825401306,6.656742095947266,301.0,2.6379342079162598,9.90484619140625,0
,,169,3.0,0.5945330858230591,0.6952000260353088,0.5001099109649658,0.5007834434509277,0.4364512264728546,6.442710876464844,290.0,0.7745574116706848,7.811801433563232,0
,,179,3.0,0.5922315120697021,0.7034000158309937,0.4946247637271881,0.43179622292518616,0.42086637020111084,5.785735130310059,128.0,0.48905473947525024,6.867021560668945,0
,,189,3.0,0.5902278423309326,0.716866672039032,0.5005869269371033,0.5058097839355469,0.4368721842765808,6.22244119644165,209.0,2.7269952297210693,9.539664268493652,0
,,199,3.0,0.5776463150978088,0.7414000034332275,0.499384343624115,0.48478466272354126,0.4322153925895691,5.493272304534912,60.0,0.16766074299812317,6.238579273223877,0
,,209,3.0,0.5841338634490967,0.7194666862487793,0.4962838292121887,0.4786999821662903,0.44360288977622986,6.724124431610107,245.0,0.7576506733894348,8.065908432006836,0
,,219,3.0,0.5683985948562622,0.75,0.5001600980758667,0.5032292008399963,0.43754273653030396,5.6692585945129395,64.0,0.35379621386528015,6.5914530754089355,0
,,229,3.0,0.5735574960708618,0.7273333072662354,0.4972538650035858,0.46311354637145996,0.43087852001190186,6.046635150909424,116.0,1.0915354490280151,7.711728096008301,0
,,239,3.0,0.5747687220573425,0.7468666434288025,0.5071171522140503,0.5335416793823242,0.4700515866279602,7.076571464538574,514.0,5.300467014312744,12.951807022094727,0
,,249,3.0,0.5632774233818054,0.7626000046730042,0.49541741609573364,0.46399199962615967,0.44631850719451904,6.69169807434082,257.0,0.32530495524406433,7.580280303955078,0
,,259,3.0,0.5498759150505066,0.7907333374023438,0.49843722581863403,0.4728798270225525,0.4480797350406647,5.492656707763672,75.0,0.16357305645942688,6.206105709075928,0
,,269,3.0,0.5521339178085327,0.7860000133514404,0.5008938908576965,0.5075243711471558,0.4589751064777374,6.2216997146606445,171.0,1.0634207725524902,7.837254524230957,0
,,279,3.0,0.5472095012664795,0.798466682434082,0.511205792427063,0.5726598501205444,0.4813598394393921,6.229928970336914,194.0,1.2860438823699951,8.063182830810547,0
,,289,3.0,0.5506964921951294,0.7915999889373779,0.5066357254981995,0.5369722247123718,0.4758776128292084,6.795637130737305,181.0,0.30889612436294556,7.655229568481445,0
,,299,3.0,0.5481129288673401,0.7993333339691162,0.500697135925293,0.5039640069007874,0.4685512185096741,6.4124369621276855,237.0,2.2089216709136963,9.169471740722656,0
,,309,3.0,0.5497294068336487,0.7869333624839783,0.49042198061943054,0.43877047300338745,0.4485693871974945,6.873264312744141,151.0,0.7366927862167358,8.159686088562012,0
,,319,3.0,0.5346957445144653,0.8024666905403137,0.4932762384414673,0.46452441811561584,0.4597613215446472,6.875617980957031,248.0,1.3589223623275757,8.769235610961914,0
,,329,3.0,0.5470386743545532,0.800599992275238,0.4903405010700226,0.46617501974105835,0.46458178758621216,6.798342227935791,291.0,3.6592161655426025,11.004596710205078,0
,,339,3.0,0.5338209271430969,0.8170666694641113,0.5014052987098694,0.5108987092971802,0.46839627623558044,6.250529766082764,165.0,2.4480738639831543,9.23242473602295,0
,,349,3.0,0.5248215198516846,0.8190666437149048,0.5035566687583923,0.5191364288330078,0.47780996561050415,7.060822486877441,314.0,0.6637828350067139,8.24942684173584,0
,,359,3.0,0.5284548997879028,0.8234000205993652,0.49563828110694885,0.47223368287086487,0.46396711468696594,6.6492438316345215,283.0,7.364029407501221,14.541728019714355,0
,,369,3.0,0.5215211510658264,0.826533317565918,0.497209370136261,0.487173467874527,0.47260361909866333,6.833056926727295,204.0,0.39027538895606995,7.744853496551514,0
,,379,3.0,0.506813645362854,0.8457333445549011,0.49644678831100464,0.47358477115631104,0.4674733579158783,6.744503974914551,187.0,0.3689709007740021,7.620288372039795,0
,,389,3.0,0.5164057016372681,0.8419333100318909,0.4986702501773834,0.49337852001190186,0.476012647151947,6.689507007598877,323.0,4.919650077819824,12.12556266784668,0
,,399,3.0,0.514419436454773,0.8463333249092102,0.4967789351940155,0.4878748655319214,0.47862938046455383,7.222217082977295,366.0,9.461858749389648,17.198495864868164,0
,,409,3.0,0.5043755173683167,0.8493333458900452,0.5123748183250427,0.5518144369125366,0.5003588795661926,6.808752536773682,320.0,2.0319924354553223,9.345120429992676,0
,,419,3.0,0.5122590661048889,0.8375999927520752,0.5023914575576782,0.5084519982337952,0.4867285192012787,6.721554756164551,373.0,6.994119167327881,14.227932929992676,0
,,429,3.0,0.5043643116950989,0.8417333364486694,0.5004450082778931,0.5014626979827881,0.4857732057571411,7.217589855194092,377.0,0.3912341892719269,8.113188743591309,0
,,439,3.0,0.498008668422699,0.8621333241462708,0.5101805925369263,0.5332187414169312,0.5023701190948486,6.449261665344238,219.0,1.0311321020126343,7.978402614593506,0
,,449,3.0,0.48372575640678406,0.8833333253860474,0.5022369623184204,0.5206199288368225,0.48232200741767883,6.009495735168457,98.0,0.1144343763589859,6.6076555252075195,0
,,459,3.0,0.4862350821495056,0.8719333410263062,0.49621686339378357,0.4801497459411621,0.47643959522247314,7.120810031890869,178.0,0.08506973087787628,7.69211483001709,0
,,469,3.0,0.4778903126716614,0.8898000121116638,0.5005281567573547,0.5094504356384277,0.47680017352104187,5.394924163818359,59.0,0.07622352987527847,5.949038028717041,0
,,479,3.0,0.48745784163475037,0.8731333613395691,0.5070934295654297,0.51412034034729,0.5047196745872498,7.108612537384033,385.0,0.9804028272628784,8.576473236083984,0
,,489,3.0,0.4871795177459717,0.8745333552360535,0.5256228446960449,0.5499587655067444,0.5289417505264282,7.176524639129639,539.0,8.001458168029785,15.665162086486816,0
,,499,3.0,0.47040098905563354,0.9106000065803528,0.49711883068084717,0.49043500423431396,0.488231360912323,6.554762840270996,243.0,0.9146573543548584,7.939821243286133,0
,,509,3.0,0.4680025279521942,0.902400016784668,0.5086636543273926,0.5231415033340454,0.5062272548675537,6.549865245819092,304.0,1.6156281232833862,8.633495330810547,0
,,519,3.0,0.46321719884872437,0.9086666703224182,0.4980804920196533,0.4838331341743469,0.48112016916275024,6.272948265075684,64.0,0.03626324236392975,6.7724289894104,0
,,529,3.0,0.4602258503437042,0.9130666851997375,0.4952028691768646,0.46764636039733887,0.47880494594573975,5.564513206481934,87.0,0.7144355177879333,6.739174842834473,0
,,539,3.0,0.46391230821609497,0.9133333563804626,0.4960040748119354,0.48272940516471863,0.4841662049293518,6.017856597900391,112.0,0.9993283152580261,7.481097221374512,0
,,549,3.0,0.44636109471321106,0.9242666959762573,0.4996439516544342,0.4968750774860382,0.4863989055156708,5.403623104095459,64.0,0.11408696323633194,5.964071273803711,0
,,559,3.0,0.4479007422924042,0.9369999766349792,0.49615222215652466,0.4719293415546417,0.4837377369403839,5.702769756317139,77.0,0.17513230443000793,6.325802803039551,0
,,569,3.0,0.45364099740982056,0.9282666444778442,0.5018727779388428,0.5043764710426331,0.4992949068546295,6.3524041175842285,202.0,0.618247926235199,7.424293041229248,0
,,579,3.0,0.44319483637809753,0.9280666708946228,0.49740058183670044,0.4905734360218048,0.489538311958313,6.088181018829346,100.0,0.26183587312698364,6.793211936950684,0
,,589,3.0,0.4438698887825012,0.9359999895095825,0.49593740701675415,0.4843277037143707,0.4875987470149994,5.603391647338867,100.0,0.2608524560928345,6.308114051818848,0
,,599,3.0,0.4495582580566406,0.92166668176651,0.5071879625320435,0.5144315958023071,0.5069233775138855,7.179598331451416,368.0,5.905820846557617,13.534976959228516,0
